File Name,Extracted Name,Effective Year,Effective Month
EATON VANCE_NILL_NILL_US_2.pdf,EATON VANCE,NILL,NILL
EATON VANCE_NILL_NILL_US.pdf,EATON VANCE,NILL,NILL
EATON VANCE_NILL_SEPTEMBER_US_1.pdf,EATON VANCE,NILL,SEPTEMBER
EATON VANCE_NILL_SEPTEMBER_US.pdf,EATON VANCE,NILL,SEPTEMBER
EATON VANCE TAX_NILL_NILL_US.pdf,EATON VANCE TAX,NILL,NILL
"WELLINGTON MANAGEMENT COMPANY, LLP_2013_JANUARY_US.pdf","WELLINGTON MANAGEMENT COMPANY, LLP",2013,JANUARY
WELLINGTON TRUST COMPANY PORTFOLIOS_NILL_JULY_US.pdf,WELLINGTON TRUST COMPANY PORTFOLIOS,NILL,JULY
LAZARD ASSET MANAGEMENT_2012_JANUARY_US.pdf,LAZARD ASSET MANAGEMENT,2012,JANUARY
LAZARD ASSET MANAGEMENT LLC_2011_DECEMBER_US.pdf,LAZARD ASSET MANAGEMENT LLC,2011,DECEMBER
TIAA-CREF_NILL_NILL_US_1.pdf,TIAA-CREF,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_10.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_11.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_12.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_13.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_14.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_15.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_16.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_17.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_18.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_1.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_2.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_3.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_4.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_5.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_6.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_7.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_8.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US_9.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
LAZARD ASSET MANAGEMENT_NILL_NILL_US.pdf,LAZARD ASSET MANAGEMENT,NILL,NILL
"LAZARD EMERGING INCOME, L.P_NILL_NILL_US.pdf","LAZARD EMERGING INCOME, L.P",NILL,NILL
"LAZARD FUNDS, INC._NILL_NILL_US_1.pdf","LAZARD FUNDS, INC.",NILL,NILL
"LAZARD FUNDS, INC._NILL_NILL_US_2.pdf","LAZARD FUNDS, INC.",NILL,NILL
"LAZARD FUNDS, INC._NILL_NILL_US_3.pdf","LAZARD FUNDS, INC.",NILL,NILL
"LAZARD FUNDS, INC._NILL_NILL_US.pdf","LAZARD FUNDS, INC.",NILL,NILL
"LAZARD RETIREMENT SERIES, INC._NILL_NILL_US_1.pdf","LAZARD RETIREMENT SERIES, INC.",NILL,NILL
"LAZARD RETIREMENT SERIES, INC._NILL_NILL_US_2.pdf","LAZARD RETIREMENT SERIES, INC.",NILL,NILL
"LAZARD RETIREMENT SERIES, INC._NILL_NILL_US_3.pdf","LAZARD RETIREMENT SERIES, INC.",NILL,NILL
"LAZARD RETIREMENT SERIES, INC._NILL_NILL_US.pdf","LAZARD RETIREMENT SERIES, INC.",NILL,NILL
LOOMIS SAYLES & COMPANY INCORPORATED_2007_OCTOBER_US.pdf,LOOMIS SAYLES & COMPANY INCORPORATED,2007,OCTOBER
"LOOMIS, SAYLES & COMPANY, L.P._2004_JUNE_US.pdf","LOOMIS, SAYLES & COMPANY, L.P.",2004,JUNE
"LOOMIS, SAYLES & COMPANY, L.P._NILL_NILL_US.pdf","LOOMIS, SAYLES & COMPANY, L.P.",NILL,NILL
"LOOMIS SAYLES SMID GROWTH, L.P._NILL_NILL_US.pdf","LOOMIS SAYLES SMID GROWTH, L.P.",NILL,NILL
"LOOMIS SAYLES TRUST COMPANY, LLC_2007_DECEMBER_US.pdf","LOOMIS SAYLES TRUST COMPANY, LLC",2007,DECEMBER
NATIXIS FUNDS_2014_OCTOBER_US_1.pdf,NATIXIS FUNDS,2014,OCTOBER
"LOOMIS SAYLES TRUST COMPANY, LLC_2015_JANUARY_US.pdf","LOOMIS SAYLES TRUST COMPANY, LLC",2015,JANUARY
CAPITAL RESEARCH AND MANAGEMENT COMPANY_NILL_MAY_US.pdf,CAPITAL RESEARCH AND MANAGEMENT COMPANY,NILL,MAY
NATIXIS FUNDS_2014_OCTOBER_US_2.pdf,NATIXIS FUNDS,2014,OCTOBER
NATIXIS FUNDS_2014_OCTOBER_US.pdf,NATIXIS FUNDS,2014,OCTOBER
NATIXIS FUNDS TRUST I_NILL_NILL_US_1.pdf,NATIXIS FUNDS TRUST I,NILL,NILL
NATIXIS FUNDS TRUST I_NILL_NILL_US_2.pdf,NATIXIS FUNDS TRUST I,NILL,NILL
NATIXIS FUNDS TRUST I_NILL_NILL_US.pdf,NATIXIS FUNDS TRUST I,NILL,NILL
NATIXIS GLOBAL ASSOCIATES_2007_DECEMBER_US.pdf,NATIXIS GLOBAL ASSOCIATES,2007,DECEMBER
"CDC IXIS ASSET MANAGEMENT SERVICES, INC._2002_JUNE_US.pdf","CDC IXIS ASSET MANAGEMENT SERVICES, INC.",2002,JUNE
"CDC IXIS ASSET MANAGEMENT SERVICES, INC._2003_SEPTEMBER_US.pdf","CDC IXIS ASSET MANAGEMENT SERVICES, INC.",2003,SEPTEMBER
"CDC IXIS ASSET MANAGEMENT SERVICES, INC._2004_JULY_US.pdf","CDC IXIS ASSET MANAGEMENT SERVICES, INC.",2004,JULY
"HARRIS ASSOCIATES INTERNATIONAL VALUE, L.P._2002_APRIL_US.pdf","HARRIS ASSOCIATES INTERNATIONAL VALUE, L.P.",2002,APRIL
"HARRIS ASSOCIATES INTERNATIONAL VALUE, L.P._2003_JUNE_US.pdf","HARRIS ASSOCIATES INTERNATIONAL VALUE, L.P.",2003,JUNE
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2005_APRIL_US.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2005,APRIL
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2006_JULY_US.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2006,JULY
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2007_JUNE_US.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2007,JUNE
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2014_JULY_US_1.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2014,JULY
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2014_JULY_US_2.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2014,JULY
HARRIS ASSOCIATES INTERNATIONAL VALUE L.P._2014_JULY_US.pdf,HARRIS ASSOCIATES INTERNATIONAL VALUE L.P.,2014,JULY
HARRIS ASSOCIATES INVESTMENT TRUST_2002_APRIL_US.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2002,APRIL
HARRIS ASSOCIATES INVESTMENT TRUST_2006_OCTOBER_US.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2006,OCTOBER
HARRIS ASSOCIATES INVESTMENT TRUST_2008_JANUARY_US.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2008,JANUARY
HARRIS ASSOCIATES INVESTMENT TRUST_2014_JULY_US_1.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2014,JULY
HARRIS ASSOCIATES INVESTMENT TRUST_2014_JULY_US_2.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2014,JULY
HARRIS ASSOCIATES INVESTMENT TRUST_2014_JULY_US.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,2014,JULY
HARRIS ASSOCIATES INVESTMENT TRUST_NILL_NILL_US_2.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,NILL,NILL
HARRIS ASSOCIATES INVESTMENT TRUST_NILL_NILL_US_1.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,NILL,NILL
HARRIS ASSOCIATES INVESTMENT TRUST_NILL_NILL_US.pdf,HARRIS ASSOCIATES INVESTMENT TRUST,NILL,NILL
HARRIS INVESTMENT TRUST_2006_JULY_US.pdf,HARRIS INVESTMENT TRUST,2006,JULY
INVESCO_NILL_NILL_US.pdf,INVESCO,NILL,NILL
"IXIS ASSET MANAGEMENT ADVISORS, L.P._NILL_NILL_US_1.pdf","IXIS ASSET MANAGEMENT ADVISORS, L.P.",NILL,NILL
"IXIS ASSET MANAGEMENT ADVISORS, L.P._NILL_NILL_US_2.pdf","IXIS ASSET MANAGEMENT ADVISORS, L.P.",NILL,NILL
"IXIS ASSET MANAGEMENT ADVISORS, L.P._NILL_NILL_US.pdf","IXIS ASSET MANAGEMENT ADVISORS, L.P.",NILL,NILL
FIDELITY COOPERATIVE BANK_2016_DECEMBER_US.pdf,FIDELITY COOPERATIVE BANK,2016,DECEMBER
FIDELITY & GUARANTY LIFE INSURANCE COMPANY_2011_JANUARY_US.pdf,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,2011,JANUARY
FIDELITY INVESTMENTS_2014_SEPTEMBER_US.pdf,FIDELITY INVESTMENTS,2014,SEPTEMBER
FIDELITY INVESTMENTS MONEY MANAGEMENT INC._2014_OCTOBER_US.pdf,FIDELITY INVESTMENTS MONEY MANAGEMENT INC.,2014,OCTOBER
FIDELITY INVESTMENTS_NILL_NILL_US_1.pdf,FIDELITY INVESTMENTS,NILL,NILL
FIDELITY INVESTMENTS_NILL_NILL_US.pdf,FIDELITY INVESTMENTS,NILL,NILL
FIDELITY MANAGEMENT TRUST COMPANY_2012_JULY_US.pdf,FIDELITY MANAGEMENT TRUST COMPANY,2012,JULY
FIDELITY MANAGEMENT TRUST COMPANY_NILL_JANUARY_US.pdf,FIDELITY MANAGEMENT TRUST COMPANY,NILL,JANUARY
"FIDELITY SERVICE COMPANY, INC._2014_SEPTEMBER_US_1.pdf","FIDELITY SERVICE COMPANY, INC.",2014,SEPTEMBER
"FIDELITY SERVICE COMPANY, INC._2014_SEPTEMBER_US.pdf","FIDELITY SERVICE COMPANY, INC.",2014,SEPTEMBER
"FIDELITY SERVICE COMPANY, INC._2016_SEPTEMBER_US.pdf","FIDELITY SERVICE COMPANY, INC.",2016,SEPTEMBER
"FIDELITY SERVICE COMPANY, INC._NILL_NILL_US.pdf","FIDELITY SERVICE COMPANY, INC.",NILL,NILL
"NUVEEN ASSET MANAGEMENT,LLC_2015_APRIL_US.pdf","NUVEEN ASSET MANAGEMENT,LLC",2015,APRIL
NUVEEN INVESTMENTS_NILL_NILL_US.pdf,NUVEEN INVESTMENTS,NILL,NILL
SYMPHONY ASSET MANAGEMENT_NILL_NILL_US.pdf,SYMPHONY ASSET MANAGEMENT,NILL,NILL
TIAA-CREF LIFE INSURANCE COMPANY_2013_SEPTEMBER_US.pdf,TIAA-CREF LIFE INSURANCE COMPANY,2013,SEPTEMBER
TIAA-CREF_NILL_NILL_US_2.pdf,TIAA-CREF,NILL,NILL
TIAA-CREF_NILL_NILL_US.pdf,TIAA-CREF,NILL,NILL
"TIAA-CREF TUITION FINANCING, INC._2013_JANUARY_US.pdf","TIAA-CREF TUITION FINANCING, INC.",2013,JANUARY
UBS FUNDS_2001_MARCH_US.pdf,UBS FUNDS,2001,MARCH
UBS FUNDS_NILL_NILL_US_1.pdf,UBS FUNDS,NILL,NILL
UBS FUNDS_NILL_NILL_US_2.pdf,UBS FUNDS,NILL,NILL
UBS FUNDS_NILL_NILL_US.pdf,UBS FUNDS,NILL,NILL
UBS GLOBAL ASSET MANAGEMENT (AMERICA) INC._2015_JUNE_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICA) INC.,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2001_MARCH_US_1.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2001,MARCH
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2001_MARCH_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2001,MARCH
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2010_DECEMBER_US_1.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2010,DECEMBER
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2010_DECEMBER_US_2.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2010,DECEMBER
UBS GLOBAL ASSET MANAGEMENT_NILL_NILL_US.pdf,UBS GLOBAL ASSET MANAGEMENT,NILL,NILL
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC_2010_DECEMBER_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC,2010,DECEMBER
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2010_DECEMBER_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2010,DECEMBER
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2012_APRIL_US_1.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2012,APRIL
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2012_APRIL_US_2.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2012,APRIL
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2012_APRIL_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2012,APRIL
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2015_JUNE_US_1.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2015_JUNE_US_2.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2015_JUNE_US_3.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC_2015_JUNE_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._2015_JUNE_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,2015,JUNE
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC._NILL_NILL_US.pdf,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,NILL,NILL
UBS GLOBAL ASSET MANAGEMENT FUND COMPLEX_NILL_NILL_US.pdf,UBS GLOBAL ASSET MANAGEMENT FUND COMPLEX,NILL,NILL
UBS GLOBAL ASSET MANAGEMENT (US) INC._2001_MARCH_US.pdf,UBS GLOBAL ASSET MANAGEMENT (US) INC.,2001,MARCH
UBS GLOBAL ASSET MANAGEMENT (US) INC._NILL_NILL_US_1.pdf,UBS GLOBAL ASSET MANAGEMENT (US) INC.,NILL,NILL
UBS GLOBAL ASSET MANAGEMENT (US) INC._NILL_NILL_US.pdf,UBS GLOBAL ASSET MANAGEMENT (US) INC.,NILL,NILL
UBS REIT NO.260 LLC_2008_SEPTEMBER_US.pdf,UBS REIT NO.260 LLC,2008,SEPTEMBER
JACKSON NATIONAL ASSET MANAGEMENT_NILL_NILL_US.pdf,JACKSON NATIONAL ASSET MANAGEMENT,NILL,NILL
EASTSPRING ASSET MANAGEMENT KOREA CO. LTD. _2014_MAY_US_1.pdf,EASTSPRING ASSET MANAGEMENT KOREA CO. LTD. ,2014,MAY
EASTSPRING ASSET MANAGEMENT KOREA CO. LTD. _2014_MAY_US.pdf,EASTSPRING ASSET MANAGEMENT KOREA CO. LTD. ,2014,MAY
PRUDENTIAL TRUST COMPANY_2014_APRIL_US_1.pdf,PRUDENTIAL TRUST COMPANY,2014,APRIL
PRUDENTIAL TRUST COMPANY_2014_APRIL_US.pdf,PRUDENTIAL TRUST COMPANY,2014,APRIL
SCOTTISH WIDOWS INVESTMENT PARTNERSHIP TRUST_NILL_OCTOBER_US.pdf,SCOTTISH WIDOWS INVESTMENT PARTNERSHIP TRUST,NILL,OCTOBER
"GUINNESS ATKINSON ASSET MANAGEMENT, LLC_2004_JUNE_US.pdf","GUINNESS ATKINSON ASSET MANAGEMENT, LLC",2004,JUNE
GUINNESS ATKINSON FUNDS_2003_DECEMBER_US.pdf,GUINNESS ATKINSON FUNDS,2003,DECEMBER
GUINNESS FLIGHT INVESTMENT FUNDS_1994_JULY_US.pdf,GUINNESS FLIGHT INVESTMENT FUNDS,1994,JULY
"GUINNESS FLIGHT INVESTMENT FUNDS, INC._1997_DECEMBER_US.pdf","GUINNESS FLIGHT INVESTMENT FUNDS, INC.",1997,DECEMBER
"GUINNESS FLIGHT INVESTMENT FUNDS, INC._1999_AUGUST_US.pdf","GUINNESS FLIGHT INVESTMENT FUNDS, INC.",1999,AUGUST
INVESCO FUNDS_2002_JANUARY_US.pdf,INVESCO FUNDS,2002,JANUARY
GUINNESS FLIGHT INVESTMENT FUNDS_NILL_NILL_US.pdf,GUINNESS FLIGHT INVESTMENT FUNDS,NILL,NILL
INVESCO FUNDS_2013_JANUARY_US.pdf,INVESCO FUNDS,2013,JANUARY
INVESCO FUNDS_NILL_NILL_US_1.pdf,INVESCO FUNDS,NILL,NILL
INVESCO FUNDS_NILL_NILL_US.pdf,INVESCO FUNDS,NILL,NILL
INVESCO GEMINI US LOAN FUND LLC_2016_APRIL_US_1.pdf,INVESCO GEMINI US LOAN FUND LLC,2016,APRIL
INVESCO GEMINI US LOAN FUND LLC_2016_APRIL_US.pdf,INVESCO GEMINI US LOAN FUND LLC,2016,APRIL
"INVESCO, INC_NILL_NILL_US.pdf","INVESCO, INC",NILL,NILL
INVESCO MULTI SERIES FUNDS LLC_2016_APRIL_US.pdf,INVESCO MULTI SERIES FUNDS LLC,2016,APRIL
"INVESCO MULTI SERIES FUNDS, LLC_NILL_NILL_US.pdf","INVESCO MULTI SERIES FUNDS, LLC",NILL,NILL
INVESCO_NILL_DECEMBER_US_1.pdf,INVESCO,NILL,DECEMBER
INVESCO_NILL_DECEMBER_US.pdf,INVESCO,NILL,DECEMBER
INVESCO _NILL_JANUARY_US.pdf,INVESCO ,NILL,JANUARY
INVESCO RETAIL TRUST INTERNATIONAL EQUITY FUND COMPANY_2014_MARCH_US.pdf,INVESCO RETAIL TRUST INTERNATIONAL EQUITY FUND COMPANY,2014,MARCH
"INVESCO SENIOR SECURED MANAGEMENT, INC._2014_JANUARY_US.pdf","INVESCO SENIOR SECURED MANAGEMENT, INC.",2014,JANUARY
"INVESCO SENIOR SECURED MANAGEMENT, INC._2015_MARCH_US.pdf","INVESCO SENIOR SECURED MANAGEMENT, INC.",2015,MARCH
BLACKSTONE ALTERNATIVE ASSET MANAGEMENT L.P._NILL_NILL_US.pdf,BLACKSTONE ALTERNATIVE ASSET MANAGEMENT L.P.,NILL,NILL
GSO CAPITAL PARTNERS LP_2013_DECEMBER_US.pdf,GSO CAPITAL PARTNERS LP,2013,DECEMBER
BLACKSTONE ALTERNATIVE INVESTMENT ADVISORS L.L.C._NILL_NILL_US.pdf,BLACKSTONE ALTERNATIVE INVESTMENT ADVISORS L.L.C.,NILL,NILL
BLACKSTONE ALTERNATIVE INVESTMENT FUNDS_2013_MAY_US.pdf,BLACKSTONE ALTERNATIVE INVESTMENT FUNDS,2013,MAY
BLACKSTONE ALTERNATIVE INVESTMENT FUNDS_2014_APRIL_US_1.pdf,BLACKSTONE ALTERNATIVE INVESTMENT FUNDS,2014,APRIL
BLACKSTONE ALTERNATIVE INVESTMENT FUNDS_2014_APRIL_US.pdf,BLACKSTONE ALTERNATIVE INVESTMENT FUNDS,2014,APRIL
BLACKSTONE ALTERNATIVE INVESTMENTS FUNDS_2014_APRIL_US.pdf,BLACKSTONE ALTERNATIVE INVESTMENTS FUNDS,2014,APRIL
BLACKSTONE PROPERTY PARTNERS L.P. FUND_NILL_NILL_US.pdf,BLACKSTONE PROPERTY PARTNERS L.P. FUND,NILL,NILL
BLACKSTONE REAL ESTATE INCOME FUND COMPLEX_2014_JANUARY_US.pdf,BLACKSTONE REAL ESTATE INCOME FUND COMPLEX,2014,JANUARY
BLACKSTONE REAL ESTATE INCOME FUND COMPLEX_2014_JULY_US.pdf,BLACKSTONE REAL ESTATE INCOME FUND COMPLEX,2014,JULY
GSO CAPITAL PARTNERS LP_2015_APRIL_US.pdf,GSO CAPITAL PARTNERS LP,2015,APRIL
GSO CAPITAL PARTNERS_NILL_NILL_US_1.pdf,GSO CAPITAL PARTNERS,NILL,NILL
GSO CAPITAL PARTNERS_NILL_NILL_US.pdf,GSO CAPITAL PARTNERS,NILL,NILL
GSO CO-INVESTMENT PARTNERS LLC_2009_MAY_US.pdf,GSO CO-INVESTMENT PARTNERS LLC,2009,MAY
BMO ALTERNATIVE STRATEGIES FUND_2014_JANUARY_US.pdf,BMO ALTERNATIVE STRATEGIES FUND,2014,JANUARY
BMO GLOBAL ASSET MANGEMENT_NILL_NILL_US.pdf,BMO GLOBAL ASSET MANGEMENT,NILL,NILL
PYRFORD INTERNATIONAL_2011_JUNE_US.pdf,PYRFORD INTERNATIONAL,2011,JUNE
BMO HARRIS BANK NATIONAL ASSOCIATION_NILL_NILL_US.pdf,BMO HARRIS BANK NATIONAL ASSOCIATION,NILL,NILL
MANULIFE ASSET MANAGEMENT LIMITED_2011_FEBRUARY_US.pdf,MANULIFE ASSET MANAGEMENT LIMITED,2011,FEBRUARY
MANULIFE ASSET MANAGEMENT TRUST COMPANY LLC_2014_APRIL_US.pdf,MANULIFE ASSET MANAGEMENT TRUST COMPANY LLC,2014,APRIL
JOHN HANCOCK BOND & CORPORATE FINANCE GROUP_1999_MAY_US.pdf,JOHN HANCOCK BOND & CORPORATE FINANCE GROUP,1999,MAY
JOHN HANCOCK EXCHANGE TRADED FUNDS_NILL_NILL_US.pdf,JOHN HANCOCK EXCHANGE TRADED FUNDS,NILL,NILL
JOHN HANCOCK FUND FAMILY_NILL_NILL_US_1.pdf,JOHN HANCOCK FUND FAMILY,NILL,NILL
JOHN HANCOCK FUND FAMILY_NILL_NILL_US_2.pdf,JOHN HANCOCK FUND FAMILY,NILL,NILL
JOHN HANCOCK FUND FAMILY_NILL_NILL_US_3.pdf,JOHN HANCOCK FUND FAMILY,NILL,NILL
JOHN HANCOCK FUND FAMILY_NILL_NILL_US_4.pdf,JOHN HANCOCK FUND FAMILY,NILL,NILL
JOHN HANCOCK FUND FAMILY_NILL_NILL_US.pdf,JOHN HANCOCK FUND FAMILY,NILL,NILL
JOHN HANCOCK INSURANCE COMPANY OF VERMONT_2015_JANUARY_US.pdf,JOHN HANCOCK INSURANCE COMPANY OF VERMONT,2015,JANUARY
JOHN HANCOCK INVESTMENT FUNDS_2014_APRIL_US_1.pdf,JOHN HANCOCK INVESTMENT FUNDS,2014,APRIL
JOHN HANCOCK INVESTMENT FUNDS_2014_APRIL_US_2.pdf,JOHN HANCOCK INVESTMENT FUNDS,2014,APRIL
JOHN HANCOCK INVESTMENT FUNDS_2014_APRIL_US_3.pdf,JOHN HANCOCK INVESTMENT FUNDS,2014,APRIL
JOHN HANCOCK INVESTMENT FUNDS_2014_APRIL_US.pdf,JOHN HANCOCK INVESTMENT FUNDS,2014,APRIL
"JOHN HANCOCK INVESTMENT MANAGEMENT SERVICES, LLC_NILL_NILL_US.pdf","JOHN HANCOCK INVESTMENT MANAGEMENT SERVICES, LLC",NILL,NILL
